# BUSCO version is: 4.0.5 
# The lineage dataset is: cyanobacteria_odb10 (Creation date: 2019-04-24, number of species: 140, number of BUSCOs: 773)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
923at1117	Complete	Anabaena_cylindrica_PCC_7122_962	1138999	1142025	1364.7	809	https://www.orthodb.org/v10?query=923at1117	phosphoenolpyruvate carboxylase
1067at1117	Complete	Anabaena_cylindrica_PCC_7122_3338	3792643	3795285	1222.7	758	https://www.orthodb.org/v10?query=1067at1117	alanine--tRNA ligase
1068at1117	Complete	Anabaena_cylindrica_PCC_7122_3423	3891743	3894322	1262.6	710	https://www.orthodb.org/v10?query=1068at1117	leucine--tRNA ligase
1118at1117	Complete	Anabaena_cylindrica_PCC_7122_3029	3432373	3434865	1094.2	675	https://www.orthodb.org/v10?query=1118at1117	DNA mismatch repair protein MutS
1180at1117	Complete	Anabaena_cylindrica_PCC_7122_5141	5799086	5801875	1402.8	771	https://www.orthodb.org/v10?query=1180at1117	Protein translocase subunit SecA
1195at1117	Complete	Anabaena_cylindrica_PCC_7122_636	772691	775582	1337.8	761	https://www.orthodb.org/v10?query=1195at1117	glycine dehydrogenase (aminomethyl-transferring)
1226at1117	Complete	Anabaena_cylindrica_PCC_7122_5489	6237707	6240103	1099.5	604	https://www.orthodb.org/v10?query=1226at1117	phosphoribosylformylglycinamidine synthase II
1278at1117	Complete	Anabaena_cylindrica_PCC_7122_348	422938	425373	773.9	609	https://www.orthodb.org/v10?query=1278at1117	phenylalanine--tRNA ligase subunit beta
1306at1117	Complete	Anabaena_cylindrica_PCC_7122_4755	5367494	5369785	1110.6	592	https://www.orthodb.org/v10?query=1306at1117	1,4-alpha-glucan branching enzyme
1357at1117	Complete	Anabaena_cylindrica_PCC_7122_435	533829	536381	879.1	619	https://www.orthodb.org/v10?query=1357at1117	primosomal protein N'
1540at1117	Complete	Anabaena_cylindrica_PCC_7122_3827	4363918	4366383	1052.2	658	https://www.orthodb.org/v10?query=1540at1117	ATP-dependent DNA helicase RecG
1633at1117	Complete	Anabaena_cylindrica_PCC_7122_4180	4694510	4696522	959.4	566	https://www.orthodb.org/v10?query=1633at1117	transketolase
1715at1117	Complete	Anabaena_cylindrica_PCC_7122_460	570179	572176	1092.0	576	https://www.orthodb.org/v10?query=1715at1117	excinuclease ABC subunit B
1789at1117	Complete	Anabaena_cylindrica_PCC_7122_1113	1322969	1324993	733.3	511	https://www.orthodb.org/v10?query=1789at1117	PAS domain-containing sensor histidine kinase
1797at1117	Complete	Anabaena_cylindrica_PCC_7122_2376	2676813	2679143	1005.4	645	https://www.orthodb.org/v10?query=1797at1117	ATP-dependent DNA helicase
1820at1117	Complete	Anabaena_cylindrica_PCC_7122_2793	3182903	3185824	1051.7	752	https://www.orthodb.org/v10?query=1820at1117	DNA polymerase I
1867at1117	Complete	Anabaena_cylindrica_PCC_7122_2948	3356780	3359128	658.0	572	https://www.orthodb.org/v10?query=1867at1117	iron ABC transporter substrate-binding protein
1874at1117	Complete	Anabaena_cylindrica_PCC_7122_694	824706	826982	1076.0	609	https://www.orthodb.org/v10?query=1874at1117	(p)ppGpp synthetase
2091at1117	Complete	Anabaena_cylindrica_PCC_7122_658	795950	797932	815.8	555	https://www.orthodb.org/v10?query=2091at1117	long-chain fatty acid--CoA ligase
2157at1117	Complete	Anabaena_cylindrica_PCC_7122_2976	3383608	3385578	1095.4	559	https://www.orthodb.org/v10?query=2157at1117	Acetyl-coenzyme A synthetase
2210at1117	Complete	Anabaena_cylindrica_PCC_7122_4584	5167933	5169723	1021.1	526	https://www.orthodb.org/v10?query=2210at1117	GTP-binding protein
2306at1117	Complete	Anabaena_cylindrica_PCC_7122_994	1173280	1175325	838.7	558	https://www.orthodb.org/v10?query=2306at1117	DNA ligase
2342at1117	Complete	Anabaena_cylindrica_PCC_7122_2756	3139022	3140992	780.6	524	https://www.orthodb.org/v10?query=2342at1117	molecular chaperone HtpG
2379at1117	Complete	Anabaena_cylindrica_PCC_7122_5271	5954212	5955918	816.2	472	https://www.orthodb.org/v10?query=2379at1117	dihydroxy-acid dehydratase
2380at1117	Complete	Anabaena_cylindrica_PCC_7122_2780	3168971	3171052	991.9	580	https://www.orthodb.org/v10?query=2380at1117	oxidoreductase
2382at1117	Complete	Anabaena_cylindrica_PCC_7122_2491	2824033	2826111	1106.2	584	https://www.orthodb.org/v10?query=2382at1117	Elongation factor G
2544at1117	Complete	Anabaena_cylindrica_PCC_7122_2594	2953786	2955663	1037.2	495	https://www.orthodb.org/v10?query=2544at1117	DNA-directed RNA polymerase subunit gamma
2686at1117	Complete	Anabaena_cylindrica_PCC_7122_3093	3516438	3519110	968.0	664	https://www.orthodb.org/v10?query=2686at1117	DEAD/DEAH box helicase
2750at1117	Complete	Anabaena_cylindrica_PCC_7122_3301	3754447	3756258	1029.3	532	https://www.orthodb.org/v10?query=2750at1117	elongation factor 4
2936at1117	Complete	Anabaena_cylindrica_PCC_7122_880	1051984	1053894	1163.8	584	https://www.orthodb.org/v10?query=2936at1117	1-deoxy-D-xylulose-5-phosphate synthase
2980at1117	Complete	Anabaena_cylindrica_PCC_7122_3149	3579914	3581713	681.8	466	https://www.orthodb.org/v10?query=2980at1117	aspartate kinase
3103at1117	Complete	Anabaena_cylindrica_PCC_7122_3772	4302240	4303175	631.6	309	https://www.orthodb.org/v10?query=3103at1117	NAD-dependent dehydratase
3193at1117	Complete	Anabaena_cylindrica_PCC_7122_2476	2806666	2808240	896.7	458	https://www.orthodb.org/v10?query=3193at1117	radical SAM protein
3283at1117	Complete	Anabaena_cylindrica_PCC_7122_2278	2555386	2557536	808.8	569	https://www.orthodb.org/v10?query=3283at1117	glycine--tRNA ligase subunit beta
3341at1117	Complete	Anabaena_cylindrica_PCC_7122_243	298236	300044	735.7	468	https://www.orthodb.org/v10?query=3341at1117	proline--tRNA ligase
3418at1117	Complete	Anabaena_cylindrica_PCC_7122_1025	1210730	1212259	649.6	388	https://www.orthodb.org/v10?query=3418at1117	glucose-6-phosphate dehydrogenase
3421at1117	Complete	Anabaena_cylindrica_PCC_7122_4162	4677096	4678694	719.1	425	https://www.orthodb.org/v10?query=3421at1117	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
3427at1117	Complete	Anabaena_cylindrica_PCC_7122_2721	3093214	3096807	977.5	571	https://www.orthodb.org/v10?query=3427at1117	DNA gyrase subunit B
3433at1117	Complete	Anabaena_cylindrica_PCC_7122_1468	1707731	1709368	797.1	447	https://www.orthodb.org/v10?query=3433at1117	CTP synthase
3531at1117	Complete	Anabaena_cylindrica_PCC_7122_2962	3371077	3373089	949.5	547	https://www.orthodb.org/v10?query=3531at1117	arginine decarboxylase
3565at1117	Complete	Anabaena_cylindrica_PCC_7122_4129	4640665	4642287	923.4	467	https://www.orthodb.org/v10?query=3565at1117	GMP synthase 
3578at1117	Complete	Anabaena_cylindrica_PCC_7122_5393	6103501	6105009	831.1	443	https://www.orthodb.org/v10?query=3578at1117	UbiD family decarboxylase
3650at1117	Complete	Anabaena_cylindrica_PCC_7122_5074	5719605	5721131	586.4	396	https://www.orthodb.org/v10?query=3650at1117	Light-independent protochlorophyllide reductase subunit B
3785at1117	Complete	Anabaena_cylindrica_PCC_7122_3202	3654763	3656658	784.3	491	https://www.orthodb.org/v10?query=3785at1117	glutamine--fructose-6-phosphate aminotransferase
3787at1117	Complete	Anabaena_cylindrica_PCC_7122_2564	2919491	2921647	1066.2	581	https://www.orthodb.org/v10?query=3787at1117	polyribonucleotide nucleotidyltransferase
3910at1117	Complete	Anabaena_cylindrica_PCC_7122_4371	4916882	4918471	720.8	436	https://www.orthodb.org/v10?query=3910at1117	glycoside hydrolase
4003at1117	Complete	Anabaena_cylindrica_PCC_7122_2287	2567482	2569233	728.2	487	https://www.orthodb.org/v10?query=4003at1117	membrane protein
4040at1117	Complete	Anabaena_cylindrica_PCC_7122_3307	3762722	3764509	890.7	507	https://www.orthodb.org/v10?query=4040at1117	aspartate--tRNA ligase
4047at1117	Complete	Anabaena_cylindrica_PCC_7122_2578	2932694	2934082	684.4	376	https://www.orthodb.org/v10?query=4047at1117	Photosystem II CP43 reaction center protein
4206at1117	Complete	Anabaena_cylindrica_PCC_7122_5044	5694249	5695778	858.0	450	https://www.orthodb.org/v10?query=4206at1117	Photosystem II CP47 reaction center protein
4281at1117	Complete	Anabaena_cylindrica_PCC_7122_28	34579	36009	918.1	434	https://www.orthodb.org/v10?query=4281at1117	Ribulose bisphosphate carboxylase large chain
4292at1117	Complete	Anabaena_cylindrica_PCC_7122_5190	5861302	5862906	634.0	400	https://www.orthodb.org/v10?query=4292at1117	methionine--tRNA ligase
4330at1117	Complete	Anabaena_cylindrica_PCC_7122_3537	4011932	4013653	613.7	440	https://www.orthodb.org/v10?query=4330at1117	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
4450at1117	Complete	Anabaena_cylindrica_PCC_7122_4629	5223013	5224941	1025.4	541	https://www.orthodb.org/v10?query=4450at1117	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
4520at1117	Complete	Anabaena_cylindrica_PCC_7122_1837	2083952	2085844	1019.4	548	https://www.orthodb.org/v10?query=4520at1117	Acetolactate synthase
4554at1117	Complete	Anabaena_cylindrica_PCC_7122_2098	2385460	2387301	1001.3	472	https://www.orthodb.org/v10?query=4554at1117	ATP-dependent zinc metalloprotease FtsH
4615at1117	Complete	Anabaena_cylindrica_PCC_7122_5490	6240325	6241845	735.3	422	https://www.orthodb.org/v10?query=4615at1117	amidophosphoribosyltransferase
4717at1117	Complete	Anabaena_cylindrica_PCC_7122_4750	5362668	5364479	482.9	410	https://www.orthodb.org/v10?query=4717at1117	penicillin-binding protein
4757at1117	Complete	Anabaena_cylindrica_PCC_7122_2853	3244006	3247140	1228.0	873	https://www.orthodb.org/v10?query=4757at1117	translation initiation factor IF-2
4781at1117	Complete	Anabaena_cylindrica_PCC_7122_3593	4080393	4081823	777.2	430	https://www.orthodb.org/v10?query=4781at1117	dihydrolipoyl dehydrogenase
4993at1117	Complete	Anabaena_cylindrica_PCC_7122_2444	2771303	2772889	635.3	414	https://www.orthodb.org/v10?query=4993at1117	glucose-6-phosphate isomerase
5047at1117	Complete	Anabaena_cylindrica_PCC_7122_5126	5783179	5784771	884.2	468	https://www.orthodb.org/v10?query=5047at1117	2-isopropylmalate synthase
5084at1117	Complete	Anabaena_cylindrica_PCC_7122_1757	2011862	2013382	852.4	431	https://www.orthodb.org/v10?query=5084at1117	ATP synthase subunit alpha
5097at1117	Complete	Anabaena_cylindrica_PCC_7122_1537	1783871	1785277	553.0	387	https://www.orthodb.org/v10?query=5097at1117	Fumarate hydratase class II
5117at1117	Complete	Anabaena_cylindrica_PCC_7122_541	661788	663473	837.2	438	https://www.orthodb.org/v10?query=5117at1117	peptide chain release factor 3
5245at1117	Complete	Anabaena_cylindrica_PCC_7122_4510	5088245	5089780	657.1	419	https://www.orthodb.org/v10?query=5245at1117	Bifunctional purine biosynthesis protein PurH
5291at1117	Complete	Anabaena_cylindrica_PCC_7122_4076	4581373	4582776	511.9	340	https://www.orthodb.org/v10?query=5291at1117	Light-independent protochlorophyllide reductase subunit N
5315at1117	Complete	Anabaena_cylindrica_PCC_7122_5112	5765480	5766757	645.3	378	https://www.orthodb.org/v10?query=5315at1117	adenosylhomocysteinase
5330at1117	Complete	Anabaena_cylindrica_PCC_7122_304	371873	373288	767.0	423	https://www.orthodb.org/v10?query=5330at1117	Glutamine synthetase
5381at1117	Complete	Anabaena_cylindrica_PCC_7122_2605	2970178	2971692	722.9	424	https://www.orthodb.org/v10?query=5381at1117	C-3',4' desaturase CrtD
5509at1117	Complete	Anabaena_cylindrica_PCC_7122_4001	4521420	4522934	702.2	388	https://www.orthodb.org/v10?query=5509at1117	anthranilate synthase component I
5568at1117	Complete	Anabaena_cylindrica_PCC_7122_547	670033	671760	525.9	428	https://www.orthodb.org/v10?query=5568at1117	ferrous iron transporter A
5570at1117	Complete	Anabaena_cylindrica_PCC_7122_1076	1278256	1280574	434.8	445	https://www.orthodb.org/v10?query=5570at1117	molecular chaperone DnaJ
5582at1117	Complete	Anabaena_cylindrica_PCC_7122_2672	3033230	3034699	703.6	401	https://www.orthodb.org/v10?query=5582at1117	glycolate oxidase subunit GlcD
5750at1117	Complete	Anabaena_cylindrica_PCC_7122_5260	5942871	5944307	681.5	385	https://www.orthodb.org/v10?query=5750at1117	Glycogen synthase
5786at1117	Complete	Anabaena_cylindrica_PCC_7122_2346	2643800	2645278	633.2	416	https://www.orthodb.org/v10?query=5786at1117	cobyric acid synthase CobQ
5825at1117	Complete	Anabaena_cylindrica_PCC_7122_3215	3667567	3669054	636.5	393	https://www.orthodb.org/v10?query=5825at1117	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
5844at1117	Complete	Anabaena_cylindrica_PCC_7122_1437	1673634	1675007	900.7	406	https://www.orthodb.org/v10?query=5844at1117	phosphomethylpyrimidine synthase
5858at1117	Complete	Anabaena_cylindrica_PCC_7122_24	28820	30400	796.2	453	https://www.orthodb.org/v10?query=5858at1117	phosphoglycerate dehydrogenase
5862at1117	Complete	Anabaena_cylindrica_PCC_7122_1566	1810975	1812852	836.5	515	https://www.orthodb.org/v10?query=5862at1117	excinuclease ABC subunit C
5892at1117	Complete	Anabaena_cylindrica_PCC_7122_3233	3689613	3691085	551.4	365	https://www.orthodb.org/v10?query=5892at1117	Microcin-processing peptidase 2
5966at1117	Complete	Anabaena_cylindrica_PCC_7122_3511	3981165	3982463	691.4	366	https://www.orthodb.org/v10?query=5966at1117	Glutamate-1-semialdehyde 2,1-aminomutase
5990at1117	Complete	Anabaena_cylindrica_PCC_7122_2642	3005032	3006417	755.9	407	https://www.orthodb.org/v10?query=5990at1117	argininosuccinate lyase
6092at1117	Complete	Anabaena_cylindrica_PCC_7122_57	66503	67891	207.8	231	https://www.orthodb.org/v10?query=6092at1117	histidine--tRNA ligase
6127at1117	Complete	Anabaena_cylindrica_PCC_7122_3308	3764726	3766090	771.2	397	https://www.orthodb.org/v10?query=6127at1117	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
6175at1117	Complete	Anabaena_cylindrica_PCC_7122_4430	4995852	4997261	448.2	350	https://www.orthodb.org/v10?query=6175at1117	isochorismate synthase
6269at1117	Complete	Anabaena_cylindrica_PCC_7122_5592	6348399	6351035	833.3	629	https://www.orthodb.org/v10?query=6269at1117	endonuclease MutS2
6338at1117	Complete	Anabaena_cylindrica_PCC_7122_1027	1214083	1215471	418.9	321	https://www.orthodb.org/v10?query=6338at1117	cobyrinic acid a,c-diamide synthase
6427at1117	Complete	Anabaena_cylindrica_PCC_7122_1	58	1434	675.9	370	https://www.orthodb.org/v10?query=6427at1117	Chromosomal replication initiator protein DnaA
6481at1117	Complete	Anabaena_cylindrica_PCC_7122_3922	4454120	4455814	799.9	463	https://www.orthodb.org/v10?query=6481at1117	lysophospholipase
6512at1117	Complete	Anabaena_cylindrica_PCC_7122_4969	5604281	5605516	656.0	354	https://www.orthodb.org/v10?query=6512at1117	LL-diaminopimelate aminotransferase
6517at1117	Complete	Anabaena_cylindrica_PCC_7122_4320	4861344	4862735	589.4	352	https://www.orthodb.org/v10?query=6517at1117	diaminopimelate decarboxylase
6578at1117	Complete	Anabaena_cylindrica_PCC_7122_2484	2816732	2818900	724.4	391	https://www.orthodb.org/v10?query=6578at1117	ribonuclease E/G
6619at1117	Complete	Anabaena_cylindrica_PCC_7122_5385	6096515	6097918	636.8	378	https://www.orthodb.org/v10?query=6619at1117	3-isopropylmalate dehydratase large subunit
6651at1117	Complete	Anabaena_cylindrica_PCC_7122_129	145579	147210	814.8	471	https://www.orthodb.org/v10?query=6651at1117	radical SAM protein
6728at1117	Complete	Anabaena_cylindrica_PCC_7122_531	650907	652355	845.1	424	https://www.orthodb.org/v10?query=6728at1117	ATP synthase subunit beta
6773at1117	Complete	Anabaena_cylindrica_PCC_7122_399	494974	496320	749.4	388	https://www.orthodb.org/v10?query=6773at1117	acetyl-CoA carboxylase biotin carboxylase subunit
6790at1117	Complete	Anabaena_cylindrica_PCC_7122_4896	5528060	5529379	736.8	384	https://www.orthodb.org/v10?query=6790at1117	ribosomal protein S12 methylthiotransferase RimO
6791at1117	Complete	Anabaena_cylindrica_PCC_7122_2512	2851555	2853150	399.2	364	https://www.orthodb.org/v10?query=6791at1117	helicase
6840at1117	Complete	Anabaena_cylindrica_PCC_7122_1587	1830002	1831483	633.8	400	https://www.orthodb.org/v10?query=6840at1117	cysteine--tRNA ligase
6896at1117	Complete	Anabaena_cylindrica_PCC_7122_2681	3047415	3049088	778.3	404	https://www.orthodb.org/v10?query=6896at1117	3,4-dihydroxy-2-butanone-4-phosphate synthase
6931at1117	Complete	Anabaena_cylindrica_PCC_7122_1692	1943095	1944534	814.4	416	https://www.orthodb.org/v10?query=6931at1117	SUF system FeS cluster assembly, SufBD
6932at1117	Complete	Anabaena_cylindrica_PCC_7122_4524	5103488	5104930	545.2	378	https://www.orthodb.org/v10?query=6932at1117	phosphoglucosamine mutase
7000at1117	Complete	Anabaena_cylindrica_PCC_7122_1114	1325153	1326436	492.8	346	https://www.orthodb.org/v10?query=7000at1117	phosphoribosylamine--glycine ligase
7064at1117	Complete	Anabaena_cylindrica_PCC_7122_621	755832	757517	532.9	390	https://www.orthodb.org/v10?query=7064at1117	amidase
7081at1117	Complete	Anabaena_cylindrica_PCC_7122_5588	6341231	6342994	783.2	469	https://www.orthodb.org/v10?query=7081at1117	Ribonuclease J
7112at1117	Complete	Anabaena_cylindrica_PCC_7122_1655	1904878	1906158	552.6	359	https://www.orthodb.org/v10?query=7112at1117	serine--tRNA ligase
7188at1117	Complete	Anabaena_cylindrica_PCC_7122_3047	3455724	3457184	747.1	416	https://www.orthodb.org/v10?query=7188at1117	Glutamyl-tRNA(Gln) amidotransferase subunit A
7220at1117	Complete	Anabaena_cylindrica_PCC_7122_4326	4868503	4869654	556.1	314	https://www.orthodb.org/v10?query=7220at1117	Queuine tRNA-ribosyltransferase
7243at1117	Complete	Anabaena_cylindrica_PCC_7122_3560	4038648	4040060	492.4	327	https://www.orthodb.org/v10?query=7243at1117	glycosyl transferase
7347at1117	Complete	Anabaena_cylindrica_PCC_7122_5162	5824919	5826340	314.9	270	https://www.orthodb.org/v10?query=7347at1117	precorrin-3B C(17)-methyltransferase
7348at1117	Complete	Anabaena_cylindrica_PCC_7122_1684	1936366	1938060	698.7	450	https://www.orthodb.org/v10?query=7348at1117	NAD+ synthase
7372at1117	Complete	Anabaena_cylindrica_PCC_7122_4727	5338623	5339756	387.8	282	https://www.orthodb.org/v10?query=7372at1117	5-(carboxyamino)imidazole ribonucleotide synthase
7410at1117	Complete	Anabaena_cylindrica_PCC_7122_3812	4345955	4347154	566.6	343	https://www.orthodb.org/v10?query=7410at1117	argininosuccinate synthase
7526at1117	Complete	Anabaena_cylindrica_PCC_7122_3328	3786029	3787318	643.1	364	https://www.orthodb.org/v10?query=7526at1117	glucose-1-phosphate adenylyltransferase
7528at1117	Complete	Anabaena_cylindrica_PCC_7122_3804	4338965	4340269	712.5	360	https://www.orthodb.org/v10?query=7528at1117	serine hydroxymethyltransferase
7531at1117	Complete	Anabaena_cylindrica_PCC_7122_1626	1868732	1870162	667.0	390	https://www.orthodb.org/v10?query=7531at1117	6-phosphogluconate dehydrogenase, decarboxylating
7610at1117	Complete	Anabaena_cylindrica_PCC_7122_2056	2341554	2343308	528.0	466	https://www.orthodb.org/v10?query=7610at1117	Response regulator receiver protein
7685at1117	Complete	Anabaena_cylindrica_PCC_7122_2505	2845544	2846740	556.4	336	https://www.orthodb.org/v10?query=7685at1117	1-deoxy-D-xylulose 5-phosphate reductoisomerase
7731at1117	Complete	Anabaena_cylindrica_PCC_7122_3850	4384463	4385935	593.2	361	https://www.orthodb.org/v10?query=7731at1117	phosphoglucosamine mutase
7807at1117	Complete	Anabaena_cylindrica_PCC_7122_3900	4431929	4433266	686.2	367	https://www.orthodb.org/v10?query=7807at1117	adenylosuccinate synthase
7826at1117	Complete	Anabaena_cylindrica_PCC_7122_892	1066219	1067403	638.5	341	https://www.orthodb.org/v10?query=7826at1117	NAD(P)H-quinone oxidoreductase subunit H
7833at1117	Complete	Anabaena_cylindrica_PCC_7122_4393	4944462	4945829	435.4	337	https://www.orthodb.org/v10?query=7833at1117	16S rRNA (cytosine(967)-C(5))-methyltransferase
7952at1117	Complete	Anabaena_cylindrica_PCC_7122_5601	6359383	6360858	680.4	414	https://www.orthodb.org/v10?query=7952at1117	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
7972at1117	Complete	Anabaena_cylindrica_PCC_7122_4790	5405450	5406679	669.2	357	https://www.orthodb.org/v10?query=7972at1117	aluminum resistance family protein
7991at1117	Duplicated	Anabaena_cylindrica_PCC_7122_4179	4692915	4694162	680.0	375	https://www.orthodb.org/v10?query=7991at1117	beta-ketoacyl-
7991at1117	Duplicated	Anabaena_cylindrica_PCC_7122_1314	1561947	1563209	609.9	375	https://www.orthodb.org/v10?query=7991at1117	beta-ketoacyl-
8086at1117	Complete	Anabaena_cylindrica_PCC_7122_4945	5578367	5579731	646.0	376	https://www.orthodb.org/v10?query=8086at1117	GTPase Der
8122at1117	Complete	Anabaena_cylindrica_PCC_7122_237	291553	293331	528.4	465	https://www.orthodb.org/v10?query=8122at1117	DNA repair protein RecN
8179at1117	Complete	Anabaena_cylindrica_PCC_7122_5583	6334292	6335635	648.7	349	https://www.orthodb.org/v10?query=8179at1117	ATP-dependent Clp protease ATP-binding subunit ClpX
8302at1117	Complete	Anabaena_cylindrica_PCC_7122_5284	5970429	5971631	575.9	336	https://www.orthodb.org/v10?query=8302at1117	phosphoglycerate kinase
8409at1117	Complete	Anabaena_cylindrica_PCC_7122_4484	5062660	5063907	519.7	336	https://www.orthodb.org/v10?query=8409at1117	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
8413at1117	Complete	Anabaena_cylindrica_PCC_7122_467	578330	579724	569.9	376	https://www.orthodb.org/v10?query=8413at1117	tRNA modification GTPase MnmE
8529at1117	Complete	Anabaena_cylindrica_PCC_7122_3122	3549847	3551142	313.2	292	https://www.orthodb.org/v10?query=8529at1117	dihydroorotase
8537at1117	Complete	Anabaena_cylindrica_PCC_7122_3697	4208505	4210412	724.4	461	https://www.orthodb.org/v10?query=8537at1117	DNA primase
8557at1117	Complete	Anabaena_cylindrica_PCC_7122_4886	5516226	5517551	665.5	383	https://www.orthodb.org/v10?query=8557at1117	radical SAM protein
8581at1117	Complete	Anabaena_cylindrica_PCC_7122_820	987578	988951	596.0	362	https://www.orthodb.org/v10?query=8581at1117	Putative gluconeogenesis factor
8658at1117	Complete	Anabaena_cylindrica_PCC_7122_5628	6386439	6387788	437.1	322	https://www.orthodb.org/v10?query=8658at1117	3-phosphoshikimate 1-carboxyvinyltransferase
8688at1117	Complete	Anabaena_cylindrica_PCC_7122_5600	6357371	6358612	446.8	313	https://www.orthodb.org/v10?query=8688at1117	Arginine biosynthesis bifunctional protein ArgJ
8690at1117	Complete	Anabaena_cylindrica_PCC_7122_1026	1212365	1213741	400.4	328	https://www.orthodb.org/v10?query=8690at1117	glucose-6-phosphate dehydrogenase assembly protein OpcA
8691at1117	Complete	Anabaena_cylindrica_PCC_7122_4715	5325166	5326461	623.4	349	https://www.orthodb.org/v10?query=8691at1117	adenylosuccinate lyase
8791at1117	Complete	Anabaena_cylindrica_PCC_7122_3982	4509875	4511029	566.9	326	https://www.orthodb.org/v10?query=8791at1117	NAD-dependent dehydratase
8961at1117	Complete	Anabaena_cylindrica_PCC_7122_2042	2327619	2328845	694.8	348	https://www.orthodb.org/v10?query=8961at1117	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
9143at1117	Complete	Anabaena_cylindrica_PCC_7122_3654	4157536	4158693	527.3	308	https://www.orthodb.org/v10?query=9143at1117	carbamoyl phosphate synthase small subunit
9212at1117	Complete	Anabaena_cylindrica_PCC_7122_4702	5313762	5314982	730.5	368	https://www.orthodb.org/v10?query=9212at1117	geranylgeranyl reductase
9320at1117	Complete	Anabaena_cylindrica_PCC_7122_4833	5456127	5457683	672.9	408	https://www.orthodb.org/v10?query=9320at1117	NAD(P)H-quinone oxidoreductase subunit 2
9399at1117	Complete	Anabaena_cylindrica_PCC_7122_3035	3445894	3447087	549.6	327	https://www.orthodb.org/v10?query=9399at1117	tyrosine--tRNA ligase
9468at1117	Complete	Anabaena_cylindrica_PCC_7122_4433	4999634	5001001	392.8	317	https://www.orthodb.org/v10?query=9468at1117	2-succinylbenzoate-CoA ligase
9527at1117	Complete	Anabaena_cylindrica_PCC_7122_3558	4036252	4037346	400.5	267	https://www.orthodb.org/v10?query=9527at1117	DRTGG domain protein
9533at1117	Complete	Anabaena_cylindrica_PCC_7122_2704	3077987	3079168	503.0	325	https://www.orthodb.org/v10?query=9533at1117	sulfate adenylyltransferase
9570at1117	Complete	Anabaena_cylindrica_PCC_7122_5231	5904219	5906276	708.6	489	https://www.orthodb.org/v10?query=9570at1117	ribonuclease
9643at1117	Complete	Anabaena_cylindrica_PCC_7122_773	938786	939970	425.5	288	https://www.orthodb.org/v10?query=9643at1117	glycine cleavage system protein T
9684at1117	Complete	Anabaena_cylindrica_PCC_7122_2490	2822781	2824010	675.2	356	https://www.orthodb.org/v10?query=9684at1117	Elongation factor Tu
